fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,winetype,quality
7.200000,0.415000,0.360000,2.000000,0.081000,13,45,0.997200,3.480000,0.640000,9.200000,"red",5
7.800000,0.560000,0.190000,2.100000,0.081000,15,105,0.996200,3.330000,0.540000,9.500000,"red",5
7.800000,0.560000,0.190000,2.000000,0.081000,17,108,0.996200,3.320000,0.540000,9.500000,"red",5
8.400000,0.745000,0.110000,1.900000,0.090000,16,63,0.996500,3.190000,0.820000,9.600000,"red",5
8.300000,0.715000,0.150000,1.800000,0.089000,10,52,0.996800,3.230000,0.770000,9.500000,"red",5
5.200000,0.340000,0.000000,1.800000,0.050000,27,63,0.991600,3.680000,0.790000,14.000000,"red",6
6.300000,0.390000,0.080000,1.700000,0.066000,3,20,0.995400,3.340000,0.580000,9.400000,"red",5
5.200000,0.340000,0.000000,1.800000,0.050000,27,63,0.991600,3.680000,0.790000,14.000000,"red",6
8.100000,0.670000,0.550000,1.800000,0.117000,32,141,0.996800,3.170000,0.620000,9.400000,"red",5
5.800000,0.680000,0.020000,1.800000,0.087000,21,94,0.994400,3.540000,0.520000,10.000000,"red",5
7.600000,0.490000,0.260000,1.600000,0.236000,10,88,0.996800,3.110000,0.800000,9.300000,"red",5
6.900000,0.490000,0.100000,2.300000,0.074000,12,30,0.995900,3.420000,0.580000,10.200000,"red",6
8.200000,0.400000,0.440000,2.800000,0.089000,11,43,0.997500,3.530000,0.610000,10.500000,"red",6
7.300000,0.330000,0.470000,2.100000,0.077000,5,11,0.995800,3.330000,0.530000,10.300000,"red",6
9.200000,0.520000,1.000000,3.400000,0.610000,32,69,0.999600,2.740000,2.000000,9.400000,"red",4
7.500000,0.600000,0.030000,1.800000,0.095000,25,99,0.995000,3.350000,0.540000,10.100000,"red",5
7.500000,0.600000,0.030000,1.800000,0.095000,25,99,0.995000,3.350000,0.540000,10.100000,"red",5
7.100000,0.430000,0.420000,5.500000,0.070000,29,129,0.997300,3.420000,0.720000,10.500000,"red",5
7.100000,0.430000,0.420000,5.500000,0.071000,28,128,0.997300,3.420000,0.710000,10.500000,"red",5
7.100000,0.430000,0.420000,5.500000,0.070000,29,129,0.997300,3.420000,0.720000,10.500000,"red",5
7.100000,0.430000,0.420000,5.500000,0.071000,28,128,0.997300,3.420000,0.710000,10.500000,"red",5
7.100000,0.680000,0.000000,2.200000,0.073000,12,22,0.996900,3.480000,0.500000,9.300000,"red",5
6.800000,0.600000,0.180000,1.900000,0.079000,18,86,0.996800,3.590000,0.570000,9.300000,"red",6
7.600000,0.950000,0.030000,2.000000,0.090000,7,20,0.995900,3.200000,0.560000,9.600000,"red",5
7.600000,0.680000,0.020000,1.300000,0.072000,9,20,0.996500,3.170000,1.080000,9.200000,"red",4
7.800000,0.530000,0.040000,1.700000,0.076000,17,31,0.996400,3.330000,0.560000,10.000000,"red",6
7.400000,0.600000,0.260000,7.300000,0.070000,36,121,0.998200,3.370000,0.490000,9.400000,"red",5
7.300000,0.590000,0.260000,7.200000,0.070000,35,121,0.998100,3.370000,0.490000,9.400000,"red",5
7.800000,0.630000,0.480000,1.700000,0.100000,14,96,0.996100,3.190000,0.620000,9.500000,"red",5
6.800000,0.640000,0.100000,2.100000,0.085000,18,101,0.995600,3.340000,0.520000,10.200000,"red",5
7.300000,0.550000,0.030000,1.600000,0.072000,17,42,0.995600,3.370000,0.480000,9.000000,"red",4
6.800000,0.630000,0.070000,2.100000,0.089000,11,44,0.995300,3.470000,0.550000,10.400000,"red",6
7.500000,0.705000,0.240000,1.800000,0.360000,15,63,0.996400,3.000000,1.590000,9.500000,"red",5
7.900000,0.885000,0.030000,1.800000,0.058000,4,8,0.997200,3.360000,0.330000,9.100000,"red",4
8.000000,0.420000,0.170000,2.000000,0.073000,6,18,0.997200,3.290000,0.610000,9.200000,"red",6
8.000000,0.420000,0.170000,2.000000,0.073000,6,18,0.997200,3.290000,0.610000,9.200000,"red",6
7.400000,0.620000,0.050000,1.900000,0.068000,24,42,0.996100,3.420000,0.570000,11.500000,"red",6
7.300000,0.380000,0.210000,2.000000,0.080000,7,35,0.996100,3.330000,0.470000,9.500000,"red",5
6.900000,0.500000,0.040000,1.500000,0.085000,19,49,0.995800,3.350000,0.780000,9.500000,"red",5
7.300000,0.380000,0.210000,2.000000,0.080000,7,35,0.996100,3.330000,0.470000,9.500000,"red",5
7.500000,0.520000,0.420000,2.300000,0.087000,8,38,0.997200,3.580000,0.610000,10.500000,"red",6
7.000000,0.805000,0.000000,2.500000,0.068000,7,20,0.996900,3.480000,0.560000,9.600000,"red",5
8.800000,0.610000,0.140000,2.400000,0.067000,10,42,0.996900,3.190000,0.590000,9.500000,"red",5
8.800000,0.610000,0.140000,2.400000,0.067000,10,42,0.996900,3.190000,0.590000,9.500000,"red",5
8.900000,0.610000,0.490000,2.000000,0.270000,23,110,0.997200,3.120000,1.020000,9.300000,"red",5
7.200000,0.730000,0.020000,2.500000,0.076000,16,42,0.997200,3.440000,0.520000,9.300000,"red",5
6.800000,0.610000,0.200000,1.800000,0.077000,11,65,0.997100,3.540000,0.580000,9.300000,"red",5
6.700000,0.620000,0.210000,1.900000,0.079000,8,62,0.997000,3.520000,0.580000,9.300000,"red",6
8.900000,0.310000,0.570000,2.000000,0.111000,26,85,0.997100,3.260000,0.530000,9.700000,"red",5
7.400000,0.390000,0.480000,2.000000,0.082000,14,67,0.997200,3.340000,0.550000,9.200000,"red",5
7.700000,0.705000,0.100000,2.600000,0.084000,9,26,0.997600,3.390000,0.490000,9.700000,"red",5
7.900000,0.500000,0.330000,2.000000,0.084000,15,143,0.996800,3.200000,0.550000,9.500000,"red",5
7.900000,0.490000,0.320000,1.900000,0.082000,17,144,0.996800,3.200000,0.550000,9.500000,"red",5
8.200000,0.500000,0.350000,2.900000,0.077000,21,127,0.997600,3.230000,0.620000,9.400000,"red",5
6.400000,0.370000,0.250000,1.900000,0.074000,21,49,0.997400,3.570000,0.620000,9.800000,"red",6
6.800000,0.630000,0.120000,3.800000,0.099000,16,126,0.996900,3.280000,0.610000,9.500000,"red",5
7.600000,0.550000,0.210000,2.200000,0.071000,7,28,0.996400,3.280000,0.550000,9.700000,"red",5
7.600000,0.550000,0.210000,2.200000,0.071000,7,28,0.996400,3.280000,0.550000,9.700000,"red",5
7.800000,0.590000,0.330000,2.000000,0.074000,24,120,0.996800,3.250000,0.540000,9.400000,"red",5
7.300000,0.580000,0.300000,2.400000,0.074000,15,55,0.996800,3.460000,0.590000,10.200000,"red",5
11.500000,0.300000,0.600000,2.000000,0.067000,12,27,0.998100,3.110000,0.970000,10.100000,"red",6
5.400000,0.835000,0.080000,1.200000,0.046000,13,93,0.992400,3.570000,0.850000,13.000000,"red",7
6.900000,1.090000,0.060000,2.100000,0.061000,12,31,0.994800,3.510000,0.430000,11.400000,"red",4
9.600000,0.320000,0.470000,1.400000,0.056000,9,24,0.996950,3.220000,0.820000,10.300000,"red",7
8.800000,0.370000,0.480000,2.100000,0.097000,39,145,0.997500,3.040000,1.030000,9.300000,"red",5
6.800000,0.500000,0.110000,1.500000,0.075000,16,49,0.995450,3.360000,0.790000,9.500000,"red",5
7.000000,0.420000,0.350000,1.600000,0.088000,16,39,0.996100,3.340000,0.550000,9.200000,"red",5
7.000000,0.430000,0.360000,1.600000,0.089000,14,37,0.996150,3.340000,0.560000,9.200000,"red",6
12.800000,0.300000,0.740000,2.600000,0.095000,9,28,0.999400,3.200000,0.770000,10.800000,"red",7
12.800000,0.300000,0.740000,2.600000,0.095000,9,28,0.999400,3.200000,0.770000,10.800000,"red",7
7.800000,0.570000,0.310000,1.800000,0.069000,26,120,0.996250,3.290000,0.530000,9.300000,"red",5
7.800000,0.440000,0.280000,2.700000,0.100000,18,95,0.996600,3.220000,0.670000,9.400000,"red",5
11.000000,0.300000,0.580000,2.100000,0.054000,7,19,0.998000,3.310000,0.880000,10.500000,"red",7
9.700000,0.530000,0.600000,2.000000,0.039000,5,19,0.995850,3.300000,0.860000,12.400000,"red",6
8.000000,0.725000,0.240000,2.800000,0.083000,10,62,0.996850,3.350000,0.560000,10.000000,"red",6
11.600000,0.440000,0.640000,2.100000,0.059000,5,15,0.998000,3.210000,0.670000,10.200000,"red",6
8.200000,0.570000,0.260000,2.200000,0.060000,28,65,0.995900,3.300000,0.430000,10.100000,"red",5
7.800000,0.735000,0.080000,2.400000,0.092000,10,41,0.997400,3.240000,0.710000,9.800000,"red",6
7.000000,0.490000,0.490000,5.600000,0.060000,26,121,0.997400,3.340000,0.760000,10.500000,"red",5
8.700000,0.625000,0.160000,2.000000,0.101000,13,49,0.996200,3.140000,0.570000,11.000000,"red",5
8.100000,0.725000,0.220000,2.200000,0.072000,11,41,0.996700,3.360000,0.550000,9.100000,"red",5
7.500000,0.490000,0.190000,1.900000,0.076000,10,44,0.995700,3.390000,0.540000,9.700000,"red",5
7.800000,0.530000,0.330000,2.400000,0.080000,24,144,0.996550,3.300000,0.600000,9.500000,"red",5
7.800000,0.340000,0.370000,2.000000,0.082000,24,58,0.996400,3.340000,0.590000,9.400000,"red",6
7.400000,0.530000,0.260000,2.000000,0.101000,16,72,0.995700,3.150000,0.570000,9.400000,"red",5
6.800000,0.610000,0.040000,1.500000,0.057000,5,10,0.995250,3.420000,0.600000,9.500000,"red",5
8.600000,0.645000,0.250000,2.000000,0.083000,8,28,0.998150,3.280000,0.600000,10.000000,"red",6
8.400000,0.635000,0.360000,2.000000,0.089000,15,55,0.997450,3.310000,0.570000,10.400000,"red",4
7.700000,0.430000,0.250000,2.600000,0.073000,29,63,0.996150,3.370000,0.580000,10.500000,"red",6
8.900000,0.590000,0.500000,2.000000,0.337000,27,81,0.996400,3.040000,1.610000,9.500000,"red",6
9.000000,0.820000,0.140000,2.600000,0.089000,9,23,0.998400,3.390000,0.630000,9.800000,"red",5
7.700000,0.430000,0.250000,2.600000,0.073000,29,63,0.996150,3.370000,0.580000,10.500000,"red",6
6.900000,0.520000,0.250000,2.600000,0.081000,10,37,0.996850,3.460000,0.500000,11.000000,"red",5
5.200000,0.480000,0.040000,1.600000,0.054000,19,106,0.992700,3.540000,0.620000,12.200000,"red",7
8.000000,0.380000,0.060000,1.800000,0.078000,12,49,0.996250,3.370000,0.520000,9.900000,"red",6
8.500000,0.370000,0.200000,2.800000,0.090000,18,58,0.998000,3.340000,0.700000,9.600000,"red",6
6.900000,0.520000,0.250000,2.600000,0.081000,10,37,0.996850,3.460000,0.500000,11.000000,"red",5
8.200000,1.000000,0.090000,2.300000,0.065000,7,37,0.996850,3.320000,0.550000,9.000000,"red",6
7.200000,0.630000,0.000000,1.900000,0.097000,14,38,0.996750,3.370000,0.580000,9.000000,"red",6
7.200000,0.630000,0.000000,1.900000,0.097000,14,38,0.996750,3.370000,0.580000,9.000000,"red",6
7.200000,0.645000,0.000000,1.900000,0.097000,15,39,0.996750,3.370000,0.580000,9.200000,"red",6
7.200000,0.630000,0.000000,1.900000,0.097000,14,38,0.996750,3.370000,0.580000,9.000000,"red",6
8.200000,1.000000,0.090000,2.300000,0.065000,7,37,0.996850,3.320000,0.550000,9.000000,"red",6
8.900000,0.635000,0.370000,1.700000,0.263000,5,62,0.997100,3.000000,1.090000,9.300000,"red",5
12.000000,0.380000,0.560000,2.100000,0.093000,6,24,0.999250,3.140000,0.710000,10.900000,"red",6
7.700000,0.580000,0.100000,1.800000,0.102000,28,109,0.995650,3.080000,0.490000,9.800000,"red",6
15.000000,0.210000,0.440000,2.200000,0.075000,10,24,1.000050,3.070000,0.840000,9.200000,"red",7
15.000000,0.210000,0.440000,2.200000,0.075000,10,24,1.000050,3.070000,0.840000,9.200000,"red",7
7.300000,0.660000,0.000000,2.000000,0.084000,6,23,0.998300,3.610000,0.960000,9.900000,"red",6
7.100000,0.680000,0.070000,1.900000,0.075000,16,51,0.996850,3.380000,0.520000,9.500000,"red",5
8.200000,0.600000,0.170000,2.300000,0.072000,11,73,0.996300,3.200000,0.450000,9.300000,"red",5
7.700000,0.530000,0.060000,1.700000,0.074000,9,39,0.996150,3.350000,0.480000,9.800000,"red",6
7.300000,0.660000,0.000000,2.000000,0.084000,6,23,0.998300,3.610000,0.960000,9.900000,"red",6
10.800000,0.320000,0.440000,1.600000,0.063000,16,37,0.998500,3.220000,0.780000,10.000000,"red",6
7.100000,0.600000,0.000000,1.800000,0.074000,16,34,0.997200,3.470000,0.700000,9.900000,"red",6
11.100000,0.350000,0.480000,3.100000,0.090000,5,21,0.998600,3.170000,0.530000,10.500000,"red",5
7.700000,0.775000,0.420000,1.900000,0.092000,8,86,0.995900,3.230000,0.590000,9.500000,"red",5
7.100000,0.600000,0.000000,1.800000,0.074000,16,34,0.997200,3.470000,0.700000,9.900000,"red",6
8.000000,0.570000,0.230000,3.200000,0.073000,17,119,0.996750,3.260000,0.570000,9.300000,"red",5
